Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],Fire Alarm
6.474,18.28,0.0,400.0,13643.0,21346,936.804,No
20.773000000000003,49.86,1180.0,400.0,12922.0,19433,938.699,Yes
27.056,52.15,1.0,400.0,13070.0,19969,939.754,No
24.37,53.57,1270.0,400.0,12958.0,19412,938.714,Yes
19.408,53.32,1126.0,515.0,12847.0,19455,938.863,Yes
13.498,47.9,1149.0,400.0,12893.0,19449,938.76,Yes
26.57,49.17,1274.0,404.0,12993.0,19407,938.835,Yes
21.06,50.63,204.0,400.0,13152.0,20058,939.605,Yes
55.51,11.62,5232.0,400.0,13421.0,19673,936.745,No
21.15,50.35,206.0,400.0,13146.0,20061,939.595,Yes
13.897,47.25,1130.0,400.0,12904.0,19448,938.741,Yes
-5.407,50.47,222.0,400.0,13143.0,20043,939.581,Yes
26.92,47.96,1383.0,410.0,12969.0,19384,938.699,Yes
18.07,48.36,0.0,400.0,13174.0,20082,939.667,No
20.127,22.71,22698.0,655.0,12682.0,18896,936.871,No
-4.435,59.6,852.0,968.0,12635.0,19510,939.151,Yes
19.342,48.59,1017.0,561.0,12831.0,19476,938.977,Yes
-3.09,56.79,781.0,723.0,12761.0,19537,939.119,Yes
4.1160000000000005,53.66,971.0,665.0,12791.0,19476,939.07,Yes
-6.649,49.95,49.0,400.0,13255.0,20173,939.649,Yes
20.51,55.38,172.0,400.0,13169.0,20095,939.654,Yes
2.758,54.21,257.0,400.0,13144.0,19955,939.692,Yes
-0.688,44.57,198.0,442.0,12770.0,20527,937.334,No
27.26,36.89,10658.0,7964.0,12144.0,18115,931.104,Yes
26.16,51.61,1046.0,550.0,12840.0,19469,938.953,Yes
28.11,45.82,57.0,417.0,12801.0,20709,937.522,No
-7.392,42.8,64.0,400.0,12796.0,20661,937.419,No
24.82,51.98,1130.0,539.0,12838.0,19457,938.915,Yes
12.047,47.99,1159.0,420.0,12879.0,19438,938.805,Yes
24.36,54.19,1373.0,400.0,12979.0,19386,938.695,Yes
-5.22,47.72,124.0,407.0,12784.0,20600,937.356,No
28.38,42.76,131.0,400.0,12788.0,20598,937.415,No
8.74,53.02,1080.0,650.0,12798.0,19459,939.088,Yes
28.77,41.63,114.0,400.0,12791.0,20597,937.346,No
26.83,48.16,1099.0,400.0,12906.0,19450,938.713,Yes
-21.444000000000003,49.32,1421.0,431.0,12958.0,19372,938.712,Yes
27.05,47.42,1189.0,406.0,12873.0,19426,938.772,Yes
19.49,47.73,9.0,400.0,13214.0,20148,939.61,No
-5.24,51.27,358.0,400.0,13058.0,19907,939.275,Yes
-5.757000000000001,49.51,220.0,400.0,13144.0,20045,939.614,Yes
51.35,22.89,30331.0,696.0,12654.0,18788,936.931,No
-7.542999999999999,55.49,187.0,400.0,13155.0,20073,939.631,Yes
26.54,49.42,1297.0,400.0,12958.0,19386,938.719,Yes
40.9,13.37,2339.0,16335.0,11653.0,19341,930.929,Yes
20.6,47.29,85.0,400.0,13196.0,20090,939.629,No
27.32,38.83,0.0,400.0,13447.0,21300,937.386,No
4.747,26.4,305.0,400.0,13505.0,20887,936.846,No
25.98,47.24,1208.0,423.0,12898.0,19428,938.738,Yes
26.06,50.01,1025.0,637.0,12805.0,19476,939.057,Yes
13.841,51.88,131.0,400.0,13166.0,20044,939.655,No
17.72,53.28,34.0,400.0,13194.0,20121,939.601,No
10.03,50.5,155.0,400.0,13162.0,20014,939.628,No
26.268,52.39,29.0,400.0,12870.0,19825,939.81,No
-0.28,47.86,1344.0,400.0,12955.0,19395,938.671,Yes
12.005999999999998,48.66,1097.0,400.0,12885.0,19455,938.789,Yes
18.639,53.27,1117.0,400.0,12940.0,19449,938.717,Yes
22.33,47.33,174.0,400.0,13210.0,20038,939.649,Yes
38.65,15.1,42.0,4270.0,12388.0,20133,930.914,Yes
28.28,44.11,175.0,421.0,12774.0,20548,937.403,No
20.785,51.98,1239.0,407.0,12913.0,19419,938.72,Yes
46.26,16.49,53.0,400.0,13554.0,21096,936.81,No
12.522,47.52,1161.0,400.0,12885.0,19438,938.751,Yes
-15.408,52.85,1373.0,412.0,12958.0,19382,938.699,Yes
27.01,47.18,1032.0,529.0,12844.0,19466,938.897,Yes
-8.865,54.81,21.0,400.0,13252.0,20247,939.644,Yes
10.369000000000002,48.07,1078.0,632.0,12804.0,19457,939.104,Yes
1.464,49.05,963.0,680.0,12783.0,19488,939.112,Yes
19.775,42.49,170.0,424.0,12773.0,20546,937.415,No
19.788,51.11,1130.0,584.0,12822.0,19446,939.011,Yes
-4.742,50.62,237.0,400.0,13131.0,20021,939.534,Yes
22.45,47.44,96.0,400.0,13232.0,20122,939.643,Yes
20.58,46.98,27.0,400.0,13215.0,20143,939.616,No
16.483,51.08,1251.0,413.0,12924.0,19419,938.738,Yes
-13.81,48.35,1329.0,400.0,12992.0,19393,938.748,Yes
-8.527000000000001,48.95,138.0,400.0,13192.0,20131,939.674,Yes
-4.0360000000000005,52.72,741.0,898.0,12682.0,19543,939.136,Yes
24.86,49.75,1063.0,650.0,12794.0,19459,939.067,Yes
15.08,50.39,19.0,400.0,12950.0,19885,939.766,No
-4.517,55.38,246.0,400.0,13137.0,20012,939.496,Yes
24.47,53.65,1164.0,406.0,12881.0,19435,938.744,Yes
26.938,49.18,32.0,400.0,13050.0,19931,939.75,No
-21.588,53.14,1348.0,408.0,12971.0,19396,938.751,Yes
26.06,73.52,1417.0,400.0,13352.0,20283,937.078,No
13.876,51.92,1310.0,424.0,12925.0,19400,938.744,Yes
26.85,48.06,1352.0,407.0,12966.0,19385,938.735,Yes
5.992000000000001,53.5,291.0,400.0,13126.0,19918,939.686,Yes
23.13,56.14,688.0,750.0,12760.0,19560,939.154,Yes
26.77,48.52,1134.0,400.0,12938.0,19443,938.705,Yes
12.754,47.73,1105.0,400.0,12889.0,19454,938.766,Yes
24.59,53.28,1251.0,417.0,12915.0,19419,938.694,Yes
19.33,48.8,192.0,418.0,12771.0,20527,937.376,No
-6.706,47.42,115.0,417.0,12781.0,20608,937.408,No
27.39,43.02,56.0,414.0,12823.0,20713,937.593,No
-7.134,53.19,1266.0,400.0,13010.0,19421,938.797,Yes
18.805,45.82,94.0,400.0,12824.0,20672,937.487,No
-2.5780000000000003,51.73,824.0,729.0,12767.0,19525,939.121,Yes
27.101,50.9,3.0,400.0,13057.0,19962,939.758,No
25.397,56.64,8.0,400.0,12789.0,19783,939.838,No
28.69,42.37,165.0,431.0,12767.0,20556,937.305,No
17.277,49.92,1140.0,400.0,12939.0,19443,938.74,Yes
24.83,52.17,1201.0,440.0,12870.0,19430,938.802,Yes
15.731,53.69,1214.0,410.0,12896.0,19428,938.727,Yes
27.012,55.29,29.0,400.0,13057.0,19941,939.797,No
20.838,49.24,176.0,434.0,12776.0,20547,937.367,No
-4.893,53.12,330.0,400.0,13099.0,19927,939.356,Yes
-7.53,52.11,1369.0,417.0,12952.0,19391,938.722,Yes
12.102,50.51,1105.0,400.0,12888.0,19451,938.799,Yes
-4.423,50.17,312.0,400.0,13109.0,19949,939.413,Yes
-6.018,45.61,90.0,406.0,12781.0,20638,937.418,No
26.96,47.05,1090.0,604.0,12812.0,19455,939.029,Yes
-4.388999999999999,51.07,259.0,400.0,13126.0,20003,939.492,Yes
19.757,33.3,11711.0,479.0,12776.0,19217,936.892,No
20.787,48.08,1316.0,429.0,12903.0,19400,938.713,Yes
-3.333,46.2,66.0,400.0,12794.0,20680,937.546,No
0.4589999999999999,50.63,1302.0,400.0,12990.0,19402,938.771,Yes
24.54,53.52,1208.0,408.0,12910.0,19423,938.743,Yes
24.47,52.98,990.0,560.0,12830.0,19480,939.023,Yes
15.353,47.71,1201.0,400.0,12946.0,19428,938.738,Yes
26.65,48.85,1302.0,400.0,12974.0,19401,938.719,Yes
26.43,49.91,1299.0,400.0,12965.0,19400,938.717,Yes
-6.296,48.14,1360.0,413.0,12986.0,19391,938.787,Yes
8.796,46.96,72.0,443.0,12777.0,20681,937.544,No
17.65,49.93,1113.0,505.0,12848.0,19443,938.894,Yes
12.492,39.71,0.0,400.0,13456.0,21304,937.39,No
-8.976,54.47,8.0,400.0,13259.0,20212,939.692,Yes
14.565,48.21,201.0,418.0,12770.0,20528,937.455,No
26.78,48.23,1339.0,406.0,12960.0,19394,938.709,Yes
26.19,56.89,178.0,400.0,13284.0,20979,937.048,No
18.76,54.95,362.0,400.0,13064.0,19902,939.285,Yes
-8.328,14.31,1674.0,400.0,13660.0,20253,936.679,No
12.62,45.76,0.0,400.0,13112.0,20884,937.465,No
46.5,15.71,534.0,400.0,13795.0,20669,936.673,No
17.726,52.63,1021.0,555.0,12833.0,19476,939.024,Yes
28.5,42.8,158.0,436.0,12770.0,20565,937.322,No
26.026,50.22,0.0,400.0,13123.0,20027,939.707,No
6.561,53.79,1327.0,402.0,12985.0,19402,938.807,Yes
26.39,46.46,99.0,408.0,12778.0,20652,937.584,No
26.84,45.22,120.0,410.0,12816.0,20651,937.473,No
9.251,46.65,879.0,400.0,13033.0,19507,938.726,Yes
12.449000000000002,53.14,1166.0,446.0,12863.0,19443,938.805,Yes
-4.239,56.41,285.0,400.0,13120.0,19990,939.474,Yes
22.63,59.92,694.0,874.0,12692.0,19563,939.136,Yes
24.64,52.87,1118.0,495.0,12853.0,19450,938.912,Yes
17.831,50.0,3841.0,400.0,13237.0,19715,936.951,No
19.773,47.54,1222.0,402.0,12922.0,19422,938.707,Yes
27.01,47.33,1113.0,503.0,12848.0,19450,938.89,Yes
52.53,23.67,60000.0,16289.0,11069.0,16177,936.858,No
26.8,48.39,1193.0,400.0,12913.0,19427,938.708,Yes
11.35,55.71,7.0,400.0,12676.0,19719,939.795,No
14.066,47.83,1237.0,401.0,12929.0,19415,938.719,Yes
-9.275,52.75,0.0,400.0,13279.0,20267,939.755,Yes
-6.395,49.59,209.0,400.0,13150.0,20054,939.596,Yes
-2.2880000000000003,57.31,914.0,727.0,12773.0,19509,939.146,Yes
-5.134,66.08,610.0,549.0,12859.0,19640,939.213,Yes
20.827,46.79,1149.0,575.0,12819.0,19440,938.911,Yes
26.68,47.67,1140.0,400.0,13040.0,19440,938.754,Yes
25.43,50.51,0.0,400.0,13138.0,20036,939.595,No
26.54,49.39,1266.0,400.0,12973.0,19412,938.754,Yes
-5.156000000000001,57.03,366.0,400.0,13065.0,19899,939.281,Yes
5.711,46.87,88.0,417.0,12785.0,20671,937.516,No
-17.859,48.78,1383.0,404.0,12976.0,19382,938.696,Yes
-0.763,53.28,1362.0,420.0,12948.0,19383,938.699,Yes
26.99,47.63,1339.0,400.0,12972.0,19396,938.725,Yes
13.288,53.79,1076.0,400.0,12906.0,19469,938.763,Yes
20.458,53.62,1216.0,400.0,12917.0,19423,938.692,Yes
26.95,47.83,1203.0,408.0,12910.0,19438,938.697,Yes
-4.562,43.04,90.0,416.0,12771.0,20627,937.399,No
18.48,55.92,319.0,400.0,13102.0,19940,939.395,Yes
17.06,53.82,27.0,400.0,13145.0,20040,939.634,No
12.901,51.31,1113.0,433.0,12870.0,19459,938.851,Yes
28.83,41.29,127.0,400.0,12786.0,20592,937.434,No
18.729,52.21,1153.0,518.0,12848.0,19449,938.896,Yes
13.885,47.39,1107.0,400.0,12896.0,19450,938.745,Yes
41.49,19.85,0.0,400.0,13620.0,21279,936.832,No
23.59,54.96,933.0,667.0,12791.0,19500,939.097,Yes
18.68,54.46,323.0,400.0,13103.0,19953,939.397,Yes
-4.902,58.76,664.0,639.0,12815.0,19592,939.193,Yes
26.99,45.64,48.0,406.0,12853.0,20734,937.58,No
25.95,47.82,161.0,418.0,12776.0,20552,937.329,No
26.07,57.04,11.0,400.0,12857.0,19826,939.847,No
18.54,49.42,45.0,400.0,13197.0,20134,939.621,No
26.51,49.61,1115.0,400.0,12888.0,19440,938.753,Yes
20.412,51.98,1130.0,539.0,12838.0,19457,938.915,Yes
10.523,47.96,1143.0,652.0,12798.0,19447,939.107,Yes
25.07,50.9,1237.0,415.0,12907.0,19423,938.685,Yes
25.0,51.3,1228.0,406.0,12908.0,19421,938.719,Yes
-4.732,62.72,718.0,817.0,12725.0,19553,939.137,Yes
12.88,57.22,10.0,400.0,12999.0,19914,939.763,No
24.86,52.0,1413.0,424.0,12964.0,19375,938.697,Yes
20.715,52.61,1080.0,517.0,12843.0,19456,938.916,Yes
5.675,50.41,986.0,636.0,12799.0,19482,939.05,Yes
34.79,48.12,5801.0,400.0,13124.0,19587,936.897,No
24.66,53.11,1182.0,400.0,12918.0,19424,938.723,Yes
25.7,48.14,148.0,417.0,12774.0,20563,937.357,No
35.2,16.42,0.0,1358.0,12859.0,20641,930.902,Yes
26.92,47.89,1295.0,400.0,12979.0,19404,938.728,Yes
17.563,48.42,1088.0,400.0,12916.0,19454,938.713,Yes
28.19,43.59,145.0,400.0,12789.0,20580,937.35,No
20.623,53.32,1153.0,541.0,12835.0,19450,938.87,Yes
-5.1080000000000005,56.43,360.0,400.0,13070.0,19909,939.281,Yes
-21.973000000000003,11.43,60000.0,1502.0,12234.0,17779,936.728,No
18.065,43.0,158.0,418.0,12773.0,20556,937.422,No
20.174,47.8,1084.0,556.0,12836.0,19459,938.969,Yes
24.99,51.08,1153.0,521.0,12837.0,19443,938.84,Yes
18.848,47.4,1168.0,400.0,12906.0,19431,938.698,Yes
12.175,53.07,1159.0,428.0,12875.0,19441,938.81,Yes
7.843999999999999,64.57,213.0,400.0,13174.0,19990,939.687,Yes
-18.804,54.26,1375.0,400.0,12978.0,19390,938.699,Yes
26.39,47.0,205.0,441.0,12763.0,20513,937.411,No
24.83,52.36,820.0,686.0,12784.0,19517,939.083,Yes
20.792,53.15,1115.0,552.0,12838.0,19447,938.896,Yes
22.42,59.76,651.0,671.0,12798.0,19606,939.157,Yes
25.37,48.53,1377.0,433.0,12973.0,19373,938.812,Yes
-4.106,53.62,695.0,860.0,12691.0,19559,939.137,Yes
-7.671,54.88,27.0,400.0,13253.0,20183,939.664,Yes
-7.035,49.43,190.0,400.0,13163.0,20070,939.582,Yes
2.227,53.3,1354.0,410.0,12946.0,19390,938.699,Yes
26.2,51.7,1009.0,512.0,12850.0,19481,938.908,Yes
22.65,46.36,149.0,400.0,13216.0,20061,939.657,Yes
12.968,47.96,1103.0,437.0,12875.0,19456,938.809,Yes
0.966,30.4,59969.0,1124.0,12437.0,18366,936.854,No
17.852999999999998,53.13,1094.0,499.0,12844.0,19441,938.936,Yes
15.11,50.39,14.0,400.0,12948.0,19888,939.768,No
48.42,14.78,571.0,400.0,13369.0,20575,936.832,No
24.64,52.97,1090.0,437.0,12872.0,19461,938.831,Yes
-5.229,51.23,362.0,400.0,13050.0,19897,939.265,Yes
26.67,45.71,63.0,401.0,12831.0,20715,937.506,No
20.68,51.18,312.0,400.0,13112.0,19964,939.405,Yes
20.348,48.81,1118.0,527.0,12836.0,19444,938.894,Yes
25.86,46.62,1205.0,400.0,13027.0,19427,938.759,Yes
-4.523,56.84,751.0,721.0,12776.0,19543,939.148,Yes
26.515,50.54,0.0,400.0,13113.0,20007,939.698,No
-4.393,61.05,862.0,960.0,12643.0,19513,939.14,Yes
26.47,49.58,1143.0,534.0,12840.0,19448,938.91,Yes
12.916,47.73,131.0,400.0,13168.0,20050,939.636,No
26.6,49.25,1128.0,400.0,12894.0,19447,938.73,Yes
14.786,47.26,1069.0,607.0,12818.0,19466,939.101,Yes
-19.702,17.86,60000.0,16411.0,11057.0,16031,936.783,No
26.29,50.61,1023.0,400.0,13012.0,19473,938.721,Yes
-9.159,52.94,30.0,400.0,13250.0,20207,939.712,Yes
13.325,48.02,1096.0,400.0,12895.0,19467,938.775,Yes
-8.884,49.88,39.0,400.0,13243.0,20174,939.688,Yes
-5.013999999999999,57.59,331.0,400.0,13092.0,19928,939.29,Yes
-7.836,48.37,23.0,400.0,13253.0,20198,939.687,Yes
17.61,47.52,1134.0,400.0,12912.0,19446,938.719,Yes
-5.233,52.76,376.0,400.0,13047.0,19883,939.278,Yes
13.752,52.68,1138.0,410.0,12884.0,19446,938.752,Yes
40.19,15.02,448.0,13183.0,11855.0,19664,930.937,Yes
-4.3660000000000005,49.87,264.0,400.0,13133.0,20011,939.49,Yes
-6.595,54.08,55.0,400.0,13241.0,20163,939.671,Yes
26.8,48.13,1074.0,461.0,12864.0,19457,938.935,Yes
21.236,47.48,0.0,400.0,13188.0,20090,939.656,No
12.505999999999998,47.26,1113.0,431.0,12873.0,19451,938.845,Yes
26.99,47.86,1348.0,400.0,12978.0,19393,938.71,Yes
9.902,48.07,1130.0,662.0,12796.0,19461,939.068,Yes
26.5,49.84,1140.0,447.0,12866.0,19459,938.895,Yes
26.762,55.43,16.0,400.0,13070.0,19947,939.721,No
4.064,40.41,79.0,404.0,12784.0,20669,937.56,No
17.090999999999998,47.62,1113.0,409.0,12903.0,19449,938.707,Yes
26.78,48.38,1115.0,408.0,12921.0,19450,938.692,Yes
14.96,55.94,20.0,400.0,13098.0,19989,939.682,No
29.72,39.46,50.0,410.0,12841.0,20733,937.557,No
20.46,54.37,209.0,400.0,13153.0,20062,939.617,Yes
-4.425,60.16,871.0,963.0,12639.0,19510,939.152,Yes
18.92,52.88,317.0,400.0,13105.0,19950,939.395,Yes
24.749,53.5,0.0,400.0,13161.0,20067,939.631,No
26.85,48.26,1122.0,400.0,12933.0,19448,938.692,Yes
29.63,39.69,66.0,402.0,12826.0,20711,937.534,No
12.487,53.71,1071.0,400.0,12897.0,19462,938.748,Yes
18.417,50.97,1249.0,409.0,12924.0,19422,938.713,Yes
20.26,54.88,339.0,400.0,13081.0,19921,939.274,Yes
13.62,51.63,7.0,400.0,12658.0,19712,939.806,No
-6.24,49.58,18.0,400.0,13262.0,20194,939.656,Yes
26.19,52.11,1048.0,400.0,12907.0,19471,938.774,Yes
-2.507,53.58,96.0,400.0,13240.0,20128,939.631,Yes
6.966,52.7,963.0,628.0,12813.0,19485,939.104,Yes
26.33,50.78,1287.0,400.0,12958.0,19409,938.699,Yes
20.782,53.2,1203.0,413.0,12912.0,19424,938.696,Yes
26.19,52.14,1094.0,400.0,12902.0,19456,938.764,Yes
24.417,54.81,30.0,400.0,12694.0,19724,939.82,No
1.798,55.31,967.0,680.0,12791.0,19503,939.097,Yes
2.192,26.22,28910.0,478.0,12779.0,18847,936.847,No
21.6,58.16,0.0,1539.0,12889.0,19974,931.203,Yes
26.63,48.74,1226.0,400.0,13001.0,19417,938.81,Yes
10.291,49.41,1067.0,633.0,12806.0,19468,939.095,Yes
-19.638,47.87,1316.0,400.0,12972.0,19410,938.738,Yes
19.64,55.09,46.0,400.0,13247.0,20213,939.764,Yes
20.96,50.59,336.0,400.0,13089.0,19929,939.282,Yes
18.21,49.94,0.0,400.0,13144.0,20054,939.59,No
11.29,56.75,1.0,400.0,12707.0,19734,939.839,No
19.64,55.0,17.0,400.0,13259.0,20216,939.707,Yes
-8.787,50.13,57.0,400.0,13232.0,20165,939.69,Yes
28.84,41.67,61.0,403.0,12793.0,20694,937.546,No
17.119,47.23,1046.0,481.0,12859.0,19465,938.901,Yes
24.49,53.45,1362.0,416.0,12950.0,19389,938.724,Yes
26.22,50.17,10.0,400.0,12884.0,19843,939.818,No
12.943,52.69,1134.0,403.0,12888.0,19446,938.755,Yes
48.48,14.68,984.0,400.0,13679.0,20422,936.675,No
20.449,28.23,3649.0,400.0,13085.0,19727,936.877,No
41.97,19.58,0.0,400.0,13591.0,21197,936.82,No
19.337,48.8,1034.0,565.0,12833.0,19471,938.98,Yes
-16.573,48.14,1358.0,407.0,12963.0,19387,938.719,Yes
18.179,51.55,1208.0,409.0,12904.0,19434,938.722,Yes
20.26,58.35,308.0,400.0,13121.0,19906,939.672,Yes
-13.811,52.42,1410.0,409.0,12955.0,19376,938.737,Yes
-8.765,55.32,97.0,400.0,13212.0,20175,939.632,Yes
26.65,48.72,1285.0,406.0,12989.0,19399,938.847,Yes
0.187,53.52,1346.0,410.0,12948.0,19391,938.692,Yes
27.94,46.06,167.0,410.0,12779.0,20558,937.373,No
29.12,40.79,108.0,400.0,12786.0,20636,937.49,No
26.69,47.69,1048.0,608.0,12820.0,19476,939.062,Yes
-6.16,48.38,1364.0,408.0,12959.0,19386,938.739,Yes
27.14,47.3,1149.0,413.0,12905.0,19445,938.747,Yes
26.6,49.32,1117.0,400.0,12910.0,19452,938.695,Yes
18.469,53.27,1149.0,402.0,12910.0,19441,938.692,Yes
20.79,52.52,1065.0,554.0,12840.0,19464,938.918,Yes
29.27,40.51,58.0,400.0,12835.0,20714,937.544,No
16.87,53.83,1157.0,400.0,12929.0,19429,938.747,Yes
26.95,47.95,1195.0,400.0,12921.0,19428,938.698,Yes
7.57,47.44,1057.0,400.0,12998.0,19465,938.712,Yes
16.575,48.08,1109.0,477.0,12859.0,19455,938.909,Yes
25.33,49.14,1216.0,532.0,12836.0,19432,938.882,Yes
-4.353,51.56,282.0,400.0,13114.0,19983,939.51,Yes
18.481,53.43,1161.0,407.0,12907.0,19444,938.706,Yes
-4.833,51.88,333.0,400.0,13098.0,19931,939.341,Yes
14.049,39.76,140.0,400.0,13270.0,21020,937.058,No
17.659000000000002,42.71,189.0,413.0,12775.0,20529,937.36,No
9.98,49.03,152.0,405.0,12791.0,20577,937.337,No
12.054,51.96,1120.0,408.0,12883.0,19454,938.828,Yes
4.093,53.61,1390.0,429.0,12943.0,19381,938.699,Yes
26.68,41.06,0.0,400.0,13485.0,21356,937.407,No
-4.08,41.55,90.0,400.0,12790.0,20638,937.409,No
21.39,45.12,186.0,400.0,13148.0,19992,939.632,No
3.442,49.74,1427.0,442.0,12929.0,19366,938.709,Yes
19.91,53.66,101.0,400.0,13225.0,20115,939.658,Yes
-5.759,52.04,27.0,400.0,13277.0,20187,939.678,Yes
25.7,47.12,1184.0,654.0,12790.0,19438,939.041,Yes
22.42,47.17,168.0,400.0,13207.0,20044,939.663,Yes
18.86,53.52,317.0,400.0,13099.0,19938,939.41,Yes
19.83,63.68,618.0,545.0,12864.0,19630,939.237,Yes
18.41,56.77,345.0,400.0,13087.0,19914,939.334,Yes
20.5,49.56,27.0,400.0,13244.0,20208,939.722,Yes
21.28,50.13,199.0,400.0,13163.0,20076,939.611,Yes
26.06,48.21,201.0,418.0,12770.0,20528,937.455,No
-11.719,23.51,60000.0,23265.0,10907.0,15951,936.838,No
28.55,43.0,166.0,417.0,12774.0,20552,937.43,No
12.203,52.99,1176.0,422.0,12878.0,19436,938.785,Yes
26.64,45.93,47.0,405.0,12834.0,20737,937.554,No
19.242,48.64,1187.0,406.0,12913.0,19426,938.708,Yes
-4.458,52.2,267.0,400.0,13124.0,20000,939.499,Yes
3.761,51.66,1343.0,415.0,12989.0,19397,938.813,Yes
19.982,53.87,1266.0,417.0,12914.0,19419,938.727,Yes
34.62,16.36,0.0,400.0,13348.0,21029,930.888,Yes
-4.843999999999999,48.29,118.0,400.0,12801.0,20595,937.338,No
27.63,61.0,560.0,400.0,13072.0,20581,937.069,No
23.476,56.77,13.0,400.0,12641.0,19701,939.784,No
20.78,26.85,9705.0,400.0,12879.0,19344,936.899,No
24.82,52.36,1218.0,427.0,12901.0,19422,938.716,Yes
26.91,47.93,1350.0,400.0,12964.0,19393,938.745,Yes
28.56,43.11,208.0,430.0,12774.0,20522,937.35,No
-8.639,53.54,1339.0,417.0,12955.0,19386,938.718,Yes
-0.816,51.02,870.0,685.0,12789.0,19513,939.069,Yes
-10.488,53.55,1333.0,405.0,12958.0,19390,938.711,Yes
21.52,64.03,5.0,1487.0,12917.0,19917,931.233,Yes
26.99,47.66,1320.0,400.0,12969.0,19398,938.699,Yes
28.55,43.1,174.0,425.0,12767.0,20534,937.31,No
25.1,50.91,1220.0,409.0,12911.0,19413,938.682,Yes
12.86,53.32,1073.0,434.0,12873.0,19468,938.811,Yes
26.571,38.98,64.0,423.0,12849.0,20724,937.573,No
18.44,56.28,265.0,400.0,13123.0,20008,939.524,Yes
14.565,53.24,1159.0,400.0,12899.0,19439,938.788,Yes
-0.542,43.44,195.0,448.0,12768.0,20517,937.344,No
6.218,54.18,1080.0,669.0,12787.0,19461,939.066,Yes
15.565,49.73,1168.0,400.0,12938.0,19440,938.729,Yes
13.769,47.57,1109.0,443.0,12872.0,19451,938.849,Yes
22.07,49.35,43.0,400.0,13240.0,20168,939.703,Yes
-8.866,52.92,29.0,400.0,13248.0,20189,939.682,Yes
20.77,51.52,241.0,400.0,13135.0,20024,939.52,Yes
18.72,50.2,58.0,400.0,13128.0,19999,939.637,No
22.881,56.71,8.0,400.0,12605.0,19673,939.786,No
-6.197,52.82,3.0,400.0,13274.0,20199,939.641,Yes
6.785,55.01,276.0,400.0,13141.0,19941,939.655,Yes
26.44,49.58,1055.0,541.0,12835.0,19475,938.986,Yes
34.49,16.54,0.0,617.0,13225.0,20939,930.909,Yes
-6.242999999999999,52.86,197.0,400.0,13155.0,20065,939.603,Yes
20.377,49.58,0.0,404.0,12503.0,19525,939.771,No
-3.943,53.93,1373.0,412.0,12953.0,19386,938.702,Yes
-9.0,55.41,13.0,400.0,13251.0,20225,939.694,Yes
24.76,51.44,1243.0,400.0,13027.0,19422,938.759,Yes
24.66,52.91,1383.0,420.0,12957.0,19382,938.705,Yes
20.325,48.16,1187.0,400.0,12918.0,19424,938.735,Yes
20.408,48.34,1184.0,408.0,12918.0,19433,938.695,Yes
-6.285,55.81,219.0,400.0,13140.0,20044,939.591,Yes
24.55,53.16,1231.0,400.0,12952.0,19406,938.761,Yes
14.222,48.53,239.0,423.0,12769.0,20477,937.437,No
14.694,48.89,124.0,400.0,13170.0,20056,939.624,No
-4.202,49.81,279.0,400.0,13124.0,20000,939.483,Yes
25.62,54.1,1092.0,400.0,12938.0,19453,938.713,Yes
26.71,44.81,0.0,400.0,13240.0,21201,937.489,No
24.775,56.24,0.0,400.0,13155.0,20071,939.61,No
0.37,52.24,1304.0,409.0,12945.0,19391,938.683,Yes
31.79,54.66,3266.0,400.0,13223.0,19799,936.894,No
27.02,47.63,1299.0,400.0,12967.0,19402,938.746,Yes
-20.308,53.65,1375.0,413.0,12962.0,19389,938.747,Yes
19.53,58.0,341.0,400.0,13074.0,19919,939.257,Yes
19.83,50.37,360.0,400.0,13067.0,19903,939.295,Yes
36.18,15.72,4.0,1604.0,12758.0,20596,930.882,Yes
26.96,47.55,1111.0,483.0,12857.0,19454,938.929,Yes
12.402,48.77,1090.0,400.0,12890.0,19452,938.757,Yes
27.04,57.34,0.0,400.0,13034.0,19958,939.75,No
12.622,47.24,156.0,400.0,13147.0,20018,939.633,No
26.91,47.9,1358.0,404.0,12964.0,19385,938.707,Yes
20.831,50.24,0.0,400.0,13190.0,20126,939.625,No
24.37,53.91,1329.0,400.0,12957.0,19398,938.699,Yes
26.98,47.31,1015.0,531.0,12840.0,19484,938.915,Yes
24.59,53.12,1266.0,400.0,12953.0,19416,938.742,Yes
17.542,51.24,1074.0,601.0,12820.0,19465,939.033,Yes
17.767,50.99,0.0,400.0,13234.0,20188,939.602,No
25.67,50.45,933.0,664.0,12794.0,19492,939.094,Yes
4.601,48.14,948.0,644.0,12792.0,19485,939.06,Yes
29.74,39.33,55.0,415.0,12840.0,20720,937.562,No
24.55,53.46,1166.0,410.0,12886.0,19442,938.738,Yes
24.65,53.09,1151.0,415.0,12882.0,19428,938.761,Yes
16.95,53.66,36.0,400.0,13128.0,20009,939.63,No
28.73,42.81,64.0,400.0,12842.0,20715,937.516,No
24.86,52.82,879.0,690.0,12782.0,19511,939.059,Yes
37.93,15.28,203.0,3431.0,12487.0,20260,930.899,Yes
-9.27,48.78,23.0,400.0,13260.0,20241,939.714,Yes
19.396,52.65,1021.0,483.0,12862.0,19471,938.883,Yes
-3.519,50.95,687.0,763.0,12747.0,19570,939.145,Yes
